seed,credit_mode,allocator_arm,config_id,cost_bps,n_days,gross_annualized_return,net_annualized_return,net_sharpe,compounded_net_return,max_drawdown,excess_annualized_return,excess_information_ratio,turnover,annualized_cost_drag,positive_day_ratio
2026073006,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,5.0,501,0.17760097556907434,0.16570516689896223,1.4748212713036324,0.3727646357610952,-0.11700722093230742,-0.0581219778622487,-0.5822961366925644,0.09441118687391281,0.011895809546113014,0.5469061876247505
2026073006,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,10.0,501,0.17760097556907434,0.15380935822885008,1.3665463128028428,0.3406394409190714,-0.11961976967843169,-0.07001778653236082,-0.7012572964475783,0.09441118687391281,0.02379161909222603,0.5409181636726547
2026073006,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,20.0,501,0.17760097556907434,0.13001774088862586,1.149690972984552,0.2785815260363542,-0.12482507509632923,-0.09380940387258505,-0.9374477164469047,0.09441118687391281,0.04758323818445206,0.5369261477045908
2026073006,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,30.0,501,0.17760097556907434,0.10622612319706437,0.9333510696330914,0.2193385595830848,-0.13000408389152873,-0.11760102156414654,-1.1700989156291606,0.09441118687391281,0.07137485727667808,0.5289421157684631
2026073006,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,50.0,501,0.17760097556907434,0.05864288933640285,0.5064149222456782,0.10880263801068124,-0.14107243192564123,-0.16518425542480802,-1.619365410293722,0.09441118687391281,0.11895809546113015,0.5209580838323353
2026073007,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,0.0,501,0.1497588484528955,0.1497588484528955,0.7951675914998965,0.30019870638000623,-0.16774268378525714,-0.07406829630831534,-0.503012154254191,0.11437126249074936,0.0,0.5049900199600799
2026073007,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,5.0,501,0.1497588484528955,0.135348069749839,0.7186958670936294,0.263496542399722,-0.1706728967165344,-0.08847907501137187,-0.6014933788850518,0.11437126249074936,0.01441077907383442,0.5049900199600799
2026073007,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,10.0,501,0.1497588484528955,0.12093729104678251,0.6420740701549391,0.2278094840890712,-0.17359429999217801,-0.10288985371442838,-0.6999253988191888,0.11437126249074936,0.02882155814766884,0.5049900199600799
2026073007,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,20.0,501,0.1497588484528955,0.09211573364066952,0.488582108630337,0.15937142521300496,-0.1794107654990642,-0.13171141112054136,-0.8962158636897268,0.11437126249074936,0.05764311629533768,0.499001996007984
2026073007,adaptation,explore_exploit_allocator,sm20_rb10_k20_drop2,30.0,501,0.1497588484528955,0.06329417641022515,0.3350955673571934,0.09467319027999332,-0.18519225575733755,-0.16053296835098574,-1.0910369907085,0.11437126249074936,0.08646467444300651,0.49700598802395207
